judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content,image_url
Kumpulan Soal dan Penyelesaian : Olimpiade Matematika Asyik untuk Sekolah Dasar,Hannah Debora,372.7,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,kumpulan soal dan penyelesaian  olimpiade matematika asyik untuk sekolah dasar hannah debora sosial politik anak,/images/no_cover.png
Korean Star,Shin Ji Hyun,927,Penyiangan 2025-2,sejarah,umum,sejarah umum,korean star shin ji hyun sejarah umum,/images/no_cover.png
Chicago a Novel,Ala Al Aswany,Fik,Penyiangan 2025-2,umum,umum,umum umum,chicago a novel ala al aswany umum umum,/images/no_cover.png
Cara Pintar Lolos Psikotes,M. Hariwijaya,153,Penyiangan 2025-2,umum,umum,umum umum,cara pintar lolos psikotes m hariwijaya umum umum,/images/no_cover.png
Galeri Nama Indah Pilihan Untuk Buah Hati Anda,Endang Supriani,929.4,Penyiangan 2025-2,sejarah,umum,sejarah umum,galeri nama indah pilihan untuk buah hati anda endang supriani sejarah umum,/images/no_cover.png
Lentera Ilahi ; Menelusuri Jalan Keimanan Menuju Pencerahan Kehidupan,Miftah Faridl,297,Penyiangan 2025-2,agama,umum,agama umum,lentera ilahi  menelusuri jalan keimanan menuju pencerahan kehidupan miftah faridl agama umum,/images/no_cover.png
Strategi Penanggulangan Kejahatan Telematika,Al Wisnubroto,364.1,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,strategi penanggulangan kejahatan telematika al wisnubroto sosial politik umum,/images/no_cover.png
Top Hits Indonesia,Aan Apu,781,Penyiangan 2025-2,umum,umum,umum umum,top hits indonesia aan apu umum umum,/images/no_cover.png
97 Ide Indah Katakan Cinta,Vallent Putri,128.46,Penyiangan 2025-2,umum,umum,umum umum, ide indah katakan cinta vallent putri umum umum,/images/no_cover.png
Nilai 100 Ujian Harian Kelas 4 SD,Heriberta S,372.1,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,nilai  ujian harian kelas  sd heriberta s sosial politik umum,/images/no_cover.png
Pesan dari Langit,Awang Surya,FIK,Penyiangan 2025-2,umum,umum,umum umum,pesan dari langit awang surya umum umum,/images/no_cover.png
Resep Kaya Berkah Prinsip & Motivasi Sukses Islami,Abu Kaffah,297.51,Penyiangan 2025-2,agama,umum,agama umum,resep kaya berkah prinsip  motivasi sukses islami abu kaffah agama umum,/images/no_cover.png
CLBK Bikin Repot,Ayuwidya,Fik,Penyiangan 2025-2,umum,umum,umum umum,clbk bikin repot ayuwidya umum umum,/images/no_cover.png
Ya Allah Berilah Aku Kesuksesan,Ahmad Ilyas Ismail,297.3,Penyiangan 2025-2,agama,umum,agama umum,ya allah berilah aku kesuksesan ahmad ilyas ismail agama umum,/images/ya_allah_berilah_aku_kesuksesan.png
Uji Latih Tes Bakat Skolastik (Persiapan Tes Calon PNS dan Karyawan),R. Hasoloan S.,153.9,Penyiangan 2025-2,umum,umum,umum umum,uji latih tes bakat skolastik persiapan tes calon pns dan karyawan r hasoloan s umum umum,/images/no_cover.png
Ikunema : Bertahun-tahun Rasaku Bersamamu,Vindy Putri,Fik,Penyiangan 2025-2,umum,umum,umum umum,ikunema  bertahuntahun rasaku bersamamu vindy putri umum umum,/images/no_cover.png
"Demi Rakyat! Para Kepala Negara yang Sederhana, tapi Sangat Mencintai Rakyatnya",Nur Rokhim,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,demi rakyat para kepala negara yang sederhana tapi sangat mencintai rakyatnya nur rokhim sejarah umum,/images/no_cover.png
Artispun Bertuhan Menembus Batas-batas Aqidah & Syariah,Bambang Saputra,297.3,Penyiangan 2025-2,agama,umum,agama umum,artispun bertuhan menembus batasbatas aqidah  syariah bambang saputra agama umum,/images/no_cover.png
An Easy Way To Answer TOEFL : Tips and Strategies to Gain TOEFL Score More than 500 in a Week!,Otong Setiawan Djuharie,425,Penyiangan 2025-2,umum,umum,umum umum,an easy way to answer toefl  tips and strategies to gain toefl score more than  in a week otong setiawan djuharie umum umum,/images/no_cover.png
365 Tips Bebas Masalah Rumah,Erlyna Arini,643.7,Penyiangan 2025-2,teknologi,umum,teknologi umum, tips bebas masalah rumah erlyna arini teknologi umum,/images/no_cover.png
School Chemistry,al Dhimas,Fik,Penyiangan 2025-2,umum,umum,umum umum,school chemistry al dhimas umum umum,/images/no_cover.png
Uji Latih Tes Bakat Skolastik (Persiapan Tes Calon PNS dan Karyawan),R. Hasoloan S.,153.9,Penyiangan 2025-2,umum,umum,umum umum,uji latih tes bakat skolastik persiapan tes calon pns dan karyawan r hasoloan s umum umum,/images/no_cover.png
Lafal Cinta,Kurniawan Al Isyhad,Fik,Penyiangan 2025-2,umum,umum,umum umum,lafal cinta kurniawan al isyhad umum umum,/images/no_cover.png
"Demi Rakyat! Para Kepala Negara yang Sederhana, tapi Sangat Mencintai Rakyatnya",Nur Rokhim,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,demi rakyat para kepala negara yang sederhana tapi sangat mencintai rakyatnya nur rokhim sejarah umum,/images/no_cover.png
Curhat Qurᮩ,Arroyyan Dwi Andini,297.51,Penyiangan 2025-2,agama,umum,agama umum,curhat qur arroyyan dwi andini agama umum,/images/no_cover.png
Artispun Bertuhan Menembus Batas-batas Aqidah & Syariah,Bambang Saputra,297.3,Penyiangan 2025-2,agama,umum,agama umum,artispun bertuhan menembus batasbatas aqidah  syariah bambang saputra agama umum,/images/no_cover.png
An Easy Way To Answer TOEFL : Tips and Strategies to Gain TOEFL Score More than 500 in a Week!,Otong Setiawan Djuharie,425,Penyiangan 2025-2,umum,umum,umum umum,an easy way to answer toefl  tips and strategies to gain toefl score more than  in a week otong setiawan djuharie umum umum,/images/no_cover.png
CLBK Bikin Repot,Ayuwidya,Fik,Penyiangan 2025-2,umum,umum,umum umum,clbk bikin repot ayuwidya umum umum,/images/no_cover.png
School Chemistry,al Dhimas,Fik,Penyiangan 2025-2,umum,umum,umum umum,school chemistry al dhimas umum umum,/images/no_cover.png
Uji Latih Tes Bakat Skolastik (Persiapan Tes Calon PNS dan Karyawan),R. Hasoloan S.,153.9,Penyiangan 2025-2,umum,umum,umum umum,uji latih tes bakat skolastik persiapan tes calon pns dan karyawan r hasoloan s umum umum,/images/no_cover.png
Lafal Cinta,Kurniawan Al Isyhad,Fik,Penyiangan 2025-2,umum,umum,umum umum,lafal cinta kurniawan al isyhad umum umum,/images/no_cover.png
"Demi Rakyat! Para Kepala Negara yang Sederhana, tapi Sangat Mencintai Rakyatnya",Nur Rokhim,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,demi rakyat para kepala negara yang sederhana tapi sangat mencintai rakyatnya nur rokhim sejarah umum,/images/no_cover.png
Curhat Qurᮩ,Arroyyan Dwi Andini,297.51,Penyiangan 2025-2,agama,umum,agama umum,curhat qur arroyyan dwi andini agama umum,/images/no_cover.png
Pesan dari Langit,Awang Surya,FIK,Penyiangan 2025-2,umum,umum,umum umum,pesan dari langit awang surya umum umum,/images/no_cover.png
Resep Kaya Berkah Prinsip & Motivasi Sukses Islami,Abu Kaffah,297.51,Penyiangan 2025-2,agama,umum,agama umum,resep kaya berkah prinsip  motivasi sukses islami abu kaffah agama umum,/images/no_cover.png
365 Tips Bebas Masalah Rumah,Erlyna Arini,643.7,Penyiangan 2025-2,teknologi,umum,teknologi umum, tips bebas masalah rumah erlyna arini teknologi umum,/images/no_cover.png
Ya Allah Berilah Aku Kesuksesan,Ahmad Ilyas Ismail,297.3,Penyiangan 2025-2,agama,umum,agama umum,ya allah berilah aku kesuksesan ahmad ilyas ismail agama umum,/images/ya_allah_berilah_aku_kesuksesan.png
Uji Latih Tes Bakat Skolastik (Persiapan Tes Calon PNS dan Karyawan),R. Hasoloan S.,153.9,Penyiangan 2025-2,umum,umum,umum umum,uji latih tes bakat skolastik persiapan tes calon pns dan karyawan r hasoloan s umum umum,/images/no_cover.png
Ikunema : Bertahun-tahun Rasaku Bersamamu,Vindy Putri,Fik,Penyiangan 2025-2,umum,umum,umum umum,ikunema  bertahuntahun rasaku bersamamu vindy putri umum umum,/images/no_cover.png
"Demi Rakyat! Para Kepala Negara yang Sederhana, tapi Sangat Mencintai Rakyatnya",Nur Rokhim,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,demi rakyat para kepala negara yang sederhana tapi sangat mencintai rakyatnya nur rokhim sejarah umum,/images/no_cover.png
5 Penggerak Bangsa yang Terlupa : Nasionalisme Minoritas Kristen,"Klinken, Gerry Van",320.54,Penyiangan 2025-2,sosial politik,umum,sosial politik umum, penggerak bangsa yang terlupa  nasionalisme minoritas kristen klinken gerry van sosial politik umum,/images/no_cover.png
Antologi Cinta,Klub Buku Indonesia,813,Penyiangan 2025-2,sastra,romance,sastra romance,antologi cinta klub buku indonesia sastra romance,/images/antologi_cinta.png
Bukan Testimoni Susno,Izharry Agusjaya Moenzir,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,bukan testimoni susno izharry agusjaya moenzir sejarah umum,/images/no_cover.png
Ahok : Dari Kontroversi ke Kontroversi,Ismantoro Dwi Yuwono,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,ahok  dari kontroversi ke kontroversi ismantoro dwi yuwono sejarah umum,/images/no_cover.png
Musyahadah Cinta,Risty Bulquis Hamdani,297.31,Penyiangan 2025-2,agama,umum,agama umum,musyahadah cinta risty bulquis hamdani agama umum,/images/no_cover.png
Bukan Testimoni Susno,Izharry Agusjaya Moenzir,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,bukan testimoni susno izharry agusjaya moenzir sejarah umum,/images/no_cover.png
Ahok : Dari Kontroversi ke Kontroversi,Ismantoro Dwi Yuwono,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,ahok  dari kontroversi ke kontroversi ismantoro dwi yuwono sejarah umum,/images/no_cover.png
Agar Suami tak Selingkuh,Muhammad Restu Sugiharto,297.436,Penyiangan 2025-2,agama,umum,agama umum,agar suami tak selingkuh muhammad restu sugiharto agama umum,/images/no_cover.png
Musyahadah Cinta,Risty Bulquis Hamdani,297.31,Penyiangan 2025-2,agama,umum,agama umum,musyahadah cinta risty bulquis hamdani agama umum,/images/no_cover.png
Bukan Testimoni Susno,Izharry Agusjaya Moenzir,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,bukan testimoni susno izharry agusjaya moenzir sejarah umum,/images/no_cover.png
Ahok : Dari Kontroversi ke Kontroversi,Ismantoro Dwi Yuwono,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,ahok  dari kontroversi ke kontroversi ismantoro dwi yuwono sejarah umum,/images/no_cover.png
Agar Suami tak Selingkuh,Muhammad Restu Sugiharto,297.436,Penyiangan 2025-2,agama,umum,agama umum,agar suami tak selingkuh muhammad restu sugiharto agama umum,/images/no_cover.png
5 Penggerak Bangsa yang Terlupa : Nasionalisme Minoritas Kristen,"Klinken, Gerry Van",320.54,Penyiangan 2025-2,sosial politik,umum,sosial politik umum, penggerak bangsa yang terlupa  nasionalisme minoritas kristen klinken gerry van sosial politik umum,/images/no_cover.png
Antologi Cinta,Klub Buku Indonesia,813,Penyiangan 2025-2,sastra,romance,sastra romance,antologi cinta klub buku indonesia sastra romance,/images/antologi_cinta.png
Bukan Testimoni Susno,Izharry Agusjaya Moenzir,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,bukan testimoni susno izharry agusjaya moenzir sejarah umum,/images/no_cover.png
Ahok : Dari Kontroversi ke Kontroversi,Ismantoro Dwi Yuwono,923.2,Penyiangan 2025-2,sejarah,umum,sejarah umum,ahok  dari kontroversi ke kontroversi ismantoro dwi yuwono sejarah umum,/images/no_cover.png
Aneka kudapan Asin Gurih Paling Favorit,Sugi Hartati,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,aneka kudapan asin gurih paling favorit sugi hartati teknologi umum,/images/no_cover.png
Golput Dan Masa Depan Bangsa,Gatut Saksono,320,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,golput dan masa depan bangsa gatut saksono sosial politik umum,/images/no_cover.png
Peta Sejarah Peradaban Islam,Syamsul Bakri,297.9,Penyiangan 2025-2,agama,umum,agama umum,peta sejarah peradaban islam syamsul bakri agama umum,/images/no_cover.png
Tips Menjalani Kehamilan Dengan Nyaman,Rafi Fahrezi,612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,tips menjalani kehamilan dengan nyaman rafi fahrezi teknologi umum,/images/no_cover.png
BlackBerry : Panduan Praktis untuk Pemula,Kim,384.6,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,blackberry  panduan praktis untuk pemula kim sosial politik anak,/images/no_cover.png
Dari Sierra Maestra Menuju Havana,"Guevara, Che",920.072 91,Penyiangan 2025-2,sejarah,umum,sejarah umum,dari sierra maestra menuju havana guevara che sejarah umum,/images/no_cover.png
Power of Dream : Mimpi dan Cita-Cita Besar Tokoh Dunia,Bayu Satria Aji,920,Penyiangan 2025-2,sejarah,umum,sejarah umum,power of dream  mimpi dan citacita besar tokoh dunia bayu satria aji sejarah umum,/images/no_cover.png
Handbook Kreasi Ulang Tahun Paling Unik & Gokil,Elina Zakeeya,793.2 ELI h,Penyiangan 2025-2,umum,umum,umum umum,handbook kreasi ulang tahun paling unik  gokil elina zakeeya umum umum,/images/no_cover.png
Cara Sehat Bugar-Cantik-Seksi Menjadi Ibu Hamil,"Lee, Adeline",612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara sehat bugarcantikseksi menjadi ibu hamil lee adeline teknologi umum,/images/no_cover.png
Kesadaran Nasional dari Kolonialisme sampai Kemerdekaan,Slamet Muljana,959.8,Penyiangan 2025-2,sejarah,umum,sejarah umum,kesadaran nasional dari kolonialisme sampai kemerdekaan slamet muljana sejarah umum,/images/no_cover.png
Bloody River,Esa Nalendra,Fik,Penyiangan 2025-2,umum,umum,umum umum,bloody river esa nalendra umum umum,/images/no_cover.png
Golput Dan Masa Depan Bangsa,Gatut Saksono,320,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,golput dan masa depan bangsa gatut saksono sosial politik umum,/images/no_cover.png
Peta Sejarah Peradaban Islam,Syamsul Bakri,297.9,Penyiangan 2025-2,agama,umum,agama umum,peta sejarah peradaban islam syamsul bakri agama umum,/images/no_cover.png
Tips Menjalani Kehamilan Dengan Nyaman,Rafi Fahrezi,612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,tips menjalani kehamilan dengan nyaman rafi fahrezi teknologi umum,/images/no_cover.png
Here We Are,Ungu Lianza,FIK,Penyiangan 2025-2,umum,umum,umum umum,here we are ungu lianza umum umum,/images/no_cover.png
Dari Sierra Maestra Menuju Havana,"Guevara, Che",920.072 91,Penyiangan 2025-2,sejarah,umum,sejarah umum,dari sierra maestra menuju havana guevara che sejarah umum,/images/no_cover.png
Power of Dream : Mimpi dan Cita-Cita Besar Tokoh Dunia,Bayu Satria Aji,920,Penyiangan 2025-2,sejarah,umum,sejarah umum,power of dream  mimpi dan citacita besar tokoh dunia bayu satria aji sejarah umum,/images/no_cover.png
Handbook Kreasi Ulang Tahun Paling Unik & Gokil,Elina Zakeeya,793.2 ELI h,Penyiangan 2025-2,umum,umum,umum umum,handbook kreasi ulang tahun paling unik  gokil elina zakeeya umum umum,/images/no_cover.png
Cara Sehat Bugar-Cantik-Seksi Menjadi Ibu Hamil,"Lee, Adeline",612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,cara sehat bugarcantikseksi menjadi ibu hamil lee adeline teknologi umum,/images/no_cover.png
Kesadaran Nasional dari Kolonialisme sampai Kemerdekaan,Slamet Muljana,959.8,Penyiangan 2025-2,sejarah,umum,sejarah umum,kesadaran nasional dari kolonialisme sampai kemerdekaan slamet muljana sejarah umum,/images/no_cover.png
Bloody River,Esa Nalendra,Fik,Penyiangan 2025-2,umum,umum,umum umum,bloody river esa nalendra umum umum,/images/no_cover.png
Terapan Quantum Learning Untuk Keluarga,Asef Umar Fakhruddin,173,Penyiangan 2025-2,umum,umum,umum umum,terapan quantum learning untuk keluarga asef umar fakhruddin umum umum,/images/no_cover.png
Tips Menjalani Kehamilan Dengan Nyaman,Rafi Fahrezi,612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,tips menjalani kehamilan dengan nyaman rafi fahrezi teknologi umum,/images/no_cover.png
Panduan Shalat Khusyuk,Rizal Ibrahim,297.412,Penyiangan 2025-2,agama,umum,agama umum,panduan shalat khusyuk rizal ibrahim agama umum,/images/no_cover.png
Here We Are,Ungu Lianza,FIK,Penyiangan 2025-2,umum,umum,umum umum,here we are ungu lianza umum umum,/images/no_cover.png
Dari Sierra Maestra Menuju Havana,"Guevara, Che",920.072 91,Penyiangan 2025-2,sejarah,umum,sejarah umum,dari sierra maestra menuju havana guevara che sejarah umum,/images/no_cover.png
Power of Dream : Mimpi dan Cita-Cita Besar Tokoh Dunia,Bayu Satria Aji,920,Penyiangan 2025-2,sejarah,umum,sejarah umum,power of dream  mimpi dan citacita besar tokoh dunia bayu satria aji sejarah umum,/images/no_cover.png
Handbook Kreasi Ulang Tahun Paling Unik & Gokil,Elina Zakeeya,793.2 ELI h,Penyiangan 2025-2,umum,umum,umum umum,handbook kreasi ulang tahun paling unik  gokil elina zakeeya umum umum,/images/no_cover.png
Gairah Malam Orang-Orang Shalih,Ahmad Mushthafa Qasim ath-Thahthawi,297.31,Penyiangan 2025-2,agama,umum,agama umum,gairah malam orangorang shalih ahmad mushthafa qasim aththahthawi agama umum,/images/no_cover.png
3 Rahasia Sukses Besar,Fadlan al-Ikhwani,297.715,Penyiangan 2025-2,agama,umum,agama umum, rahasia sukses besar fadlan alikhwani agama umum,/images/no_cover.png
Cahaya Surga di Matanya,EDDY D. ISKANDAR,Fik,Penyiangan 2025-2,umum,umum,umum umum,cahaya surga di matanya eddy d iskandar umum umum,/images/no_cover.png
Terapan Quantum Learning Untuk Keluarga,Asef Umar Fakhruddin,173,Penyiangan 2025-2,umum,umum,umum umum,terapan quantum learning untuk keluarga asef umar fakhruddin umum umum,/images/no_cover.png
Tips Menjalani Kehamilan Dengan Nyaman,Rafi Fahrezi,612.6,Penyiangan 2025-2,teknologi,umum,teknologi umum,tips menjalani kehamilan dengan nyaman rafi fahrezi teknologi umum,/images/no_cover.png
Panduan Shalat Khusyuk,Rizal Ibrahim,297.412,Penyiangan 2025-2,agama,umum,agama umum,panduan shalat khusyuk rizal ibrahim agama umum,/images/no_cover.png
Aneka kudapan Asin Gurih Paling Favorit,Sugi Hartati,641.5,Penyiangan 2025-2,teknologi,umum,teknologi umum,aneka kudapan asin gurih paling favorit sugi hartati teknologi umum,/images/no_cover.png
Power of Dream : Mimpi dan Cita-Cita Besar Tokoh Dunia,Bayu Satria Aji,920,Penyiangan 2025-2,sejarah,umum,sejarah umum,power of dream  mimpi dan citacita besar tokoh dunia bayu satria aji sejarah umum,/images/no_cover.png
Dari Sierra Maestra Menuju Havana,"Guevara, Che",920.072 91,Penyiangan 2025-2,sejarah,umum,sejarah umum,dari sierra maestra menuju havana guevara che sejarah umum,/images/no_cover.png
Handbook Kreasi Ulang Tahun Paling Unik & Gokil,Elina Zakeeya,793.2 ELI h,Penyiangan 2025-2,umum,umum,umum umum,handbook kreasi ulang tahun paling unik  gokil elina zakeeya umum umum,/images/no_cover.png
Gairah Malam Orang-Orang Shalih,Ahmad Mushthafa Qasim ath-Thahthawi,297.31,Penyiangan 2025-2,agama,umum,agama umum,gairah malam orangorang shalih ahmad mushthafa qasim aththahthawi agama umum,/images/no_cover.png
3 Rahasia Sukses Besar,Fadlan al-Ikhwani,297.715,Penyiangan 2025-2,agama,umum,agama umum, rahasia sukses besar fadlan alikhwani agama umum,/images/no_cover.png
Cahaya Surga di Matanya,EDDY D. ISKANDAR,Fik,Penyiangan 2025-2,umum,umum,umum umum,cahaya surga di matanya eddy d iskandar umum umum,/images/no_cover.png
1001 Khasiat Doa & Zikir Asmaul Husna,Muktafiah Munawir,297.54,Penyiangan 2025-2,agama,umum,agama umum, khasiat doa  zikir asmaul husna muktafiah munawir agama umum,/images/no_cover.png
Fadhilah-Fadhilah Ajaib Surat al-Faatihah,Muhammad Makhdlori,297.16,Penyiangan 2025-2,agama,umum,agama umum,fadhilahfadhilah ajaib surat alfaatihah muhammad makhdlori agama umum,/images/no_cover.png
Aku Bocah 10 Tahun Pembebas Budak Anak,"Crofts, Andrew",364.155 54,Penyiangan 2025-2,sosial politik,anak,sosial politik anak,aku bocah  tahun pembebas budak anak crofts andrew sosial politik anak,/images/no_cover.png
